Personal Pronouns,Demonstrative Pronouns,Quidam,Reflexive Pronouns,Iste,Alius,Ipse,Idem,Priusquam,Antequam,Quominus,Dum,Quin,Ut,Conditionals,Prepositions,Interrogative Sentences,Superlatives,Atque + consonant,Relative Clauses,Mean Length Relative Clauses,Gerunds and Gerundives,Cum,Conjunctions,Vocatives,Mean Sentence Length,Characters,Words,Corpus Name,Sentences,Type
0.00485,0.00842,0.00008,0.00106,0.00023,0.00023,0.0003,0.00015,0,0.00015,0,0.00023,0,0.00136,0.00144,0.00349,0.00205,0.00083,0,0.3806,23.80822,0.00045,0.00045,0.01039,0,79.92121,"13,187","2,415",Seneca Apocolocyntosis Prose,165,Prose
0.00169,0.00338,0,0,0,0.00068,0.00068,0,0,0,0,0.00034,0,0,0,0.00101,0.00135,0,0,0.28,28.25,0,0.00068,0.01182,0.00034,92.5625,"2,962",496,Seneca Apocolocyntosis Verse,32,Verse
