Personal Pronouns,Demonstrative Pronouns,Quidam,Reflexive Pronouns,Iste,Alius,Ipse,Idem,Priusquam,Antequam,Quominus,Dum,Quin,Ut,Conditionals,Prepositions,Interrogative Sentences,Superlatives,Atque + consonant,Relative Clauses,Mean Length Relative Clauses,Gerunds and Gerundives,Cum,Conjunctions,Vocatives,Mean Sentence Length,Characters,Words,Corpus Name,Sentences,Type
0.00682,0.00874,0.00014,0.0014,0.00039,0.00033,0.00082,0.00047,0,0.00002,0,0.00002,0.00008,0.00181,0.00243,0.00425,0.00204,0.00136,0.00033,0.55627,33.17337,0.00052,0.0012,0.01315,0.00004,127.09877,"51,475","9,299",Cicero Pro Sulla,405,Prose
0.00355,0.0102,0,0.00111,0.00055,0.00022,0.00155,0.00022,0,0,0,0.00011,0.00006,0.00327,0.00244,0.00366,0.00266,0.00055,0.00017,0.46763,29.35965,0.00055,0.001,0.01247,0,98.59016,"18,042","3,439",Cicero Pro Tullio,183,Prose
0.00137,0.00916,0.00029,0.00186,0.00004,0.00058,0.00099,0.00166,0,0,0,0,0.00004,0.00215,0.00091,0.00447,0.00008,0.00058,0.00054,0.71233,29.36493,0.00128,0.00099,0.02134,0,161.99329,"24,137","4,219",Cicero Timaeus,149,Prose
0.00143,0.0097,0.00064,0.00037,0.00003,0.00162,0.00056,0.00085,0.00003,0,0,0.00011,0,0.00276,0.00197,0.00529,0.00021,0.00013,0.00003,0.62382,30.55556,0.00109,0.00114,0.0156,0,114.73476,"37,633","6,882",Cicero Topica,328,Prose
0.00306,0.00818,0.00053,0.00109,0.00052,0.00062,0.00118,0.00044,0,0.00004,0.00004,0.00006,0.00012,0.00241,0.00205,0.00312,0.00251,0.00033,0.00015,0.5567,28.38737,0.00071,0.00103,0.01534,0.00009,103.81595,"67,688","12,705",Cicero Tusculanae Disputationes Part 1,652,Prose
0.0035,0.00759,0.00051,0.00106,0.00014,0.00038,0.00111,0.00081,0.00003,0,0,0.00016,0.00005,0.00249,0.00225,0.00317,0.00225,0.00043,0.00008,0.48173,30.2716,0.00106,0.00087,0.01401,0.00027,96.36292,"36,907","6,964",Cicero Tusculanae Disputationes Part 2,383,Prose
0.00247,0.0085,0.00039,0.00124,0.00029,0.00074,0.00103,0.00095,0,0.00004,0,0.00004,0.00002,0.00266,0.00188,0.00307,0.00188,0.00029,0.00012,0.61408,29.05774,0.00062,0.00093,0.01497,0.00019,108.98202,"48,497","8,872",Cicero Tusculanae Disputationes Part 3,445,Prose
0.00152,0.00711,0.00065,0.00102,0.0004,0.00127,0.00115,0.00056,0.00004,0,0,0.00017,0.00006,0.00252,0.00133,0.00385,0.00183,0.00021,0.00013,0.61589,29.59819,0.00083,0.00063,0.01623,0,123.05128,"47,990","8,384",Cicero Tusculanae Disputationes Part 4,390,Prose
0.00208,0.00801,0.00052,0.00163,0.00039,0.00077,0.00102,0.00063,0.00002,0.00003,0,0.00005,0.00011,0.0021,0.00193,0.00282,0.00242,0.00064,0.00029,0.5736,30.8254,0.00087,0.00108,0.01552,0.00006,114.66913,"62,036","10,979",Cicero Tusculanae Disputationes Part 5,541,Prose
0.00268,0.00213,0,0.00061,0.00002,0.0002,0.00049,0.00016,0,0,0,0.00019,0.00008,0.00041,0.00055,0.00258,0.00138,0.00016,0.00009,0.23466,36.47429,0.00028,0.00023,0.01308,0.00016,99.67239,"63,890","10,812",Claudian Carmina Minora,641,Verse
0.00279,0.00237,0,0.00058,0,0.00011,0.00047,0.00011,0,0,0,0.00032,0,0.00068,0.00132,0.00174,0.00253,0.00016,0,0.21229,28.29167,0.00016,0.00026,0.01389,0.00016,83.73568,"19,008","3,160",Claudian De Bello Gildonico,227,Verse
0.00173,0.00194,0,0.00054,0,0.00012,0.00054,0.00017,0,0,0,0.00045,0.00004,0.00062,0.00095,0.00248,0.00099,0.00008,0.00004,0.26316,48.25862,0.00004,0.00025,0.01399,0.00021,137.71023,"24,237","4,144",Claudian De Bello Gothico,176,Verse
0.00207,0.00221,0,0.00043,0.00007,0.00029,0.00021,0,0,0,0,0.00007,0.00007,0.00064,0.00079,0.00164,0.00136,0.00014,0,0.28723,35.36585,0.00014,0.00021,0.01156,0,119.75214,"14,011","2,287",Claudian De Consulatu Stilichonis Part 1,117,Verse
0.00276,0.00224,0,0.00035,0.00006,0.00017,0.00052,0.00029,0,0,0,0.00023,0.00012,0.00109,0.00035,0.0019,0.00121,0.00012,0,0.3913,38.88889,0.00035,0.00023,0.01266,0,125.95652,"17,382","2,898",Claudian De Consulatu Stilichonis Part 2,138,Verse
0.00161,0.00307,0,0.00063,0.00007,0.00035,0.00063,0.00014,0,0,0,0.00007,0.00007,0.00028,0.00035,0.00203,0.00098,0,0,0.36893,39.87931,0.00028,0.00014,0.01272,0.00021,121.26271,"14,309","2,382",Claudian De Consulatu Stilichonis Part 3,118,Verse
0.00165,0.00101,0,0.00037,0,0,0.00018,0,0,0,0,0.00009,0,0,0.00028,0.00119,0.00119,0.00046,0,0.29231,62.33333,0.00028,0.00009,0.01339,0.00009,136.3375,"10,907","1,773",Claudian De Raptu Proserpinae Part 1,80,Verse
0.00231,0.00178,0,0.00053,0,0.00033,0.00013,0,0,0,0,0.0002,0.00013,0.00007,0.0002,0.00165,0.00079,0.00013,0,0.11504,29.78261,0.0002,0.00007,0.01332,0.00026,121.312,"15,164","2,494",Claudian De Raptu Proserpinae Part 2,125,Verse
0.00294,0.00251,0,0.00049,0,0.00012,0.00049,0,0,0,0,0.00025,0.00012,0.00049,0.00074,0.00147,0.00349,0.00006,0,0.17391,38.81818,0.00018,0.00006,0.01391,0.00018,83.69744,"16,321","2,719",Claudian De Raptu Proserpinae Part 3,195,Verse
0.00235,0.00289,0,0.00053,0,0.00023,0.00053,0,0,0,0,0.00015,0,0.0003,0.00008,0.0016,0.00167,0.0003,0,0.23529,27.39474,0.00023,0.00046,0.01185,0.00008,93.3617,"13,164","2,185",Claudian Epithalamium De Nuptiis Honorii Augusti,141,Verse
0.00217,0.00207,0,0.0003,0.0001,0.0001,0.00039,0,0,0,0,0,0,0.0003,0.00049,0.00414,0.00049,0.0001,0,0.33333,43.57143,0.00039,0,0.01135,0.0002,131.5974,"10,133","1,695",Claudian In Consulatum Olybrii Et Probini,77,Verse
0.00134,0.00247,0.00011,0.00107,0.00011,0.00021,0.00027,0.00011,0,0,0,0.00038,0.00005,0.00054,0.0007,0.00242,0.00322,0.00032,0,0.25564,31.06977,0.00038,0.00032,0.01413,0.00005,96.4456,"18,614","3,094",Claudian In Eutropium Part 1,193,Verse
0.00171,0.00233,0,0.00078,0,0.00037,0.00045,0.00008,0,0,0,0.00045,0.00004,0.00029,0.00057,0.00237,0.00184,0.00016,0,0.28571,34.29885,0.00024,0.00029,0.01273,0.00008,98.83468,"24,511","4,087",Claudian In Eutropium Part 2,248,Verse
0.00254,0.00185,0,0.00021,0.00014,0.00007,0.00034,0.00007,0,0,0,0,0,0.00021,0.00069,0.00151,0.00096,0.00007,0,0.21818,45,0.00021,0.00034,0.01434,0.00014,117.54032,"14,575","2,426",Claudian In Rufinum Part 1,124,Verse
0.00252,0.00227,0,0.00086,0.0001,0.00035,0.0003,0.00005,0,0,0,0.0003,0.00005,0.00025,0.00056,0.00252,0.00192,0.00015,0,0.23353,37.5283,0.0004,0.00005,0.01378,0,96.61463,"19,806","3,301",Claudian In Rufinum Part 2,205,Verse
0.00371,0.00181,0,0.00072,0.00004,0.00008,0.00055,0.00013,0,0,0,0.00013,0.00004,0.00034,0.0008,0.00185,0.00152,0.00013,0,0.21134,30.13846,0.00029,0.00046,0.01201,0.00004,103.18696,"23,733","3,961",Claudian Panegyricus De Quarto Consulatu Honorii Augusti,230,Verse
0.00264,0.0018,0,0.0008,0.00004,0.00008,0.00036,0.00016,0,0,0,0.00024,0.00004,0.00056,0.00044,0.00224,0.00148,0.00016,0.00004,0.33333,47.56164,0.00016,0.00032,0.01373,0.00008,131.43684,"24,973","4,155",Claudian Panegyricus De Sexto Consulatu Honorii Augusti,190,Verse
0.00412,0.00109,0,0.00036,0,0,0.00024,0,0,0,0,0,0,0.00073,0.00036,0.00327,0.00061,0.00012,0,0.2549,37.85714,0.00024,0,0.0137,0.00036,147.28571,"8,248","1,380",Claudian Panegyricus De Tertio Consulatu Honorii Augusti,56,Verse
0.00254,0.00146,0,0.001,0,0.00046,0.00054,0.00038,0,0,0,0.00008,0.00008,0.00046,0,0.00161,0.00146,0.00023,0,0.27473,41,0.00031,0,0.01414,0,118.3,"13,013","2,146",Claudian Panegyricus Dictus Manlio Theodoro Consuli,110,Verse
0.00066,0.00433,0.00021,0.00058,0.00019,0.00048,0.00056,0.00035,0.00004,0.00002,0,0.00012,0.00002,0.00188,0.00149,0.00288,0.00017,0.00112,0.00004,0.63433,37.05902,0.00087,0.00077,0.01844,0,163.20946,"48,310","7,944",Columella De Re Rustica Part 1,296,Prose
0.00055,0.00405,0.00028,0.00017,0.0001,0.0005,0.0002,0.00051,0.00013,0.00012,0.00003,0.00021,0.00007,0.0017,0.0023,0.00235,0.00002,0.00076,0.00003,0.53865,34.83761,0.00068,0.00107,0.01936,0,136.6456,"60,534","10,200",Columella De Re Rustica Part 2,443,Prose
0.00092,0.00471,0.0004,0.00015,0.0001,0.00031,0.00044,0.00048,0.00005,0.00007,0.00002,0.00012,0.0001,0.00194,0.00165,0.00316,0.00026,0.00128,0.00026,0.61236,34.84697,0.00053,0.00076,0.01768,0,150.25743,"60,704","10,031",Columella De Re Rustica Part 3,404,Prose
0.00047,0.00394,0.00033,0.00044,0.00009,0.00035,0.00047,0.00044,0.00016,0.00015,0.00002,0.00031,0.00013,0.00206,0.00201,0.00299,0.00009,0.00064,0.00011,0.53155,32.7988,0.00129,0.00073,0.01669,0,126.3341,"54,829","9,041",Columella De Re Rustica Part 4,434,Prose
0.00049,0.00466,0.00019,0.00062,0.00002,0.00041,0.00041,0.00052,0.00007,0.00024,0,0.00011,0.00007,0.00187,0.002,0.00365,0,0.00043,0.00011,0.41548,28.71831,0.0005,0.00067,0.01651,0,99.75746,"53,470","9,066",Columella De Re Rustica Part 5,536,Prose
0.00022,0.00416,0.00039,0.00024,0.00004,0.00053,0.00039,0.00081,0.00006,0.00004,0,0.00015,0.00011,0.00167,0.00246,0.00315,0,0.00079,0.00007,0.40919,28.37698,0.00079,0.00094,0.01973,0.00002,106.94706,"54,543","9,248",Columella De Re Rustica Part 6,510,Prose
0.00016,0.00385,0.00033,0.00016,0.00005,0.0004,0.00026,0.00042,0.00014,0.00005,0.00002,0.00037,0.00007,0.00187,0.0021,0.0028,0.00014,0.00124,0.0003,0.45401,29.49275,0.00077,0.00114,0.01979,0,116.88011,"42,895","7,202",Columella De Re Rustica Part 7,367,Prose
0.00028,0.00484,0.00014,0.00032,0.0001,0.00068,0.00024,0.00054,0.00002,0.00004,0,0.00034,0.00008,0.00195,0.00167,0.00277,0.00002,0.00121,0.00012,0.57421,29.32298,0.00076,0.00088,0.01893,0,112.91685,"50,248","8,449",Columella De Re Rustica Part 8,445,Prose
0.00029,0.00426,0.00026,0.00048,0.00024,0.00053,0.00029,0.00063,0.00002,0.00002,0,0.00029,0.0001,0.002,0.00185,0.00296,0,0.0007,0.0001,0.53465,29.33051,0.00072,0.00099,0.01743,0,127.79077,"41,532","6,879",Columella De Re Rustica Part 9,325,Prose
0.00082,0.00468,0.00025,0.00126,0.00008,0.00055,0.00108,0.00063,0.00002,0.00002,0,0.00017,0.00006,0.00148,0.00055,0.00367,0.00038,0.00055,0.00004,0.45202,28.66667,0.00044,0.00063,0.0128,0,114.58213,"47,437","7,793",Curtius Rufus Historiae Alexandri Magni Part 10,414,Prose
0.00058,0.00499,0.00014,0.00111,0.00002,0.00053,0.0012,0.00046,0.00005,0.00002,0,0.00002,0.00007,0.00104,0.00062,0.00252,0.00021,0.00046,0.00005,0.45098,28.24762,0.0003,0.00039,0.01269,0,118.17213,"43,251","7,172",Curtius Rufus Historiae Alexandri Magni Part 3,366,Prose
0.00088,0.00397,0.0002,0.00111,0.00008,0.00059,0.001,0.00047,0.00003,0,0.00003,0.00013,0.00004,0.00124,0.00067,0.00294,0.00034,0.00033,0,0.46725,27.26585,0.00039,0.00057,0.01238,0,111.07983,"79,311","13,154",Curtius Rufus Historiae Alexandri Magni Part 4,714,Prose
0.00113,0.00413,0.0001,0.00122,0.00002,0.00055,0.00113,0.00045,0,0.00004,0.00002,0.00002,0.0001,0.00136,0.00089,0.00269,0.00022,0.00038,0.00002,0.47816,28.10861,0.00034,0.00039,0.0128,0,113.53587,"50,637","8,439",Curtius Rufus Historiae Alexandri Magni Part 5,446,Prose
0.00223,0.00483,0.00018,0.00147,0.00007,0.00071,0.001,0.00042,0,0,0.00002,0.00022,0.00004,0.00122,0.00096,0.00283,0.0008,0.00038,0,0.49894,26.57231,0.00033,0.00049,0.0117,0.00002,106.59188,"55,108","9,216",Curtius Rufus Historiae Alexandri Magni Part 6,517,Prose
0.00198,0.00481,0.00014,0.0009,0.00005,0.0006,0.00113,0.00044,0.00002,0.00002,0.00002,0.00025,0.00009,0.00164,0.00092,0.00299,0.00042,0.00044,0,0.51986,27.12827,0.00028,0.0006,0.01137,0.00002,97.81834,"56,539","9,541",Curtius Rufus Historiae Alexandri Magni Part 7,578,Prose
0.00116,0.00416,0.0002,0.00112,0.00006,0.00067,0.00122,0.00043,0,0.00005,0,0.00008,0,0.00125,0.00055,0.00329,0.00029,0.00023,0.00003,0.49251,27.285,0.00063,0.00073,0.01337,0,105.54355,"65,437","10,940",Curtius Rufus Historiae Alexandri Magni Part 8,620,Prose
0.00167,0.00372,0.00012,0.00095,0.00004,0.00074,0.00091,0.00043,0.00004,0.00008,0.00002,0.00017,0.00006,0.00118,0.00056,0.00296,0.00048,0.00031,0.00002,0.4183,27.34274,0.00039,0.00058,0.01286,0.00002,100.36929,"48,378","8,076",Curtius Rufus Historiae Alexandri Magni Part 9,482,Prose
0.00226,0.00172,0,0.00032,0.00005,0,0.00045,0,0,0,0,0.00027,0,0.00091,0.00072,0.00294,0.00077,0.00005,0.00014,0.28662,40.64286,0.00054,0.00045,0.01127,0.00009,126.94253,"22,088","3,883",Dracontius Romulea 10,174,Verse
0.0033,0.0019,0,0.0014,0.00005,0.00005,0.00015,0.0004,0.0001,0,0,0.0002,0,0.0003,0.0007,0.00285,0.0002,0.0002,0.00015,0.375,93.48276,0.00025,0.00005,0.0126,0.0003,327.95082,"20,005","3,448",Ennius Annales,61,Verse
0.0025,0.00213,0.00002,0.00022,0.00022,0.00002,0.00019,0.00005,0,0,0,0.00062,0,0.00051,0.00082,0.00237,0.00075,0.00006,0.00002,0.35387,25.25,0.00043,0.00026,0.00514,0,77.12099,"62,468","10,751",Ennodius Opera,810,Verse
0.00018,0.00391,0.00034,0.001,0.00001,0.00032,0.00134,0.00031,0.00001,0,0.00001,0.0002,0.00004,0.00152,0.00077,0.00388,0.00048,0.00062,0.00048,0.30542,33.89094,0.00022,0.00085,0.01413,0.00001,107.00544,"157,298","26,331",Florus Epitome Bellorum Omnium Annorum,1470,Prose
0.00124,0.00714,0.00032,0.00066,0.00036,0.00079,0.00086,0.00049,0.00004,0.00002,0,0.00006,0.00006,0.00116,0.00111,0.00373,0.00041,0.00092,0.00066,0.59816,34.69054,0.00099,0.00062,0.01922,0,155.14244,"53,369","9,365",Gellius Attic Nights Part 1,344,Prose
0.00123,0.00672,0.00071,0.00055,0.00052,0.00073,0.0006,0.00058,0,0,0,0.00005,0.00003,0.00089,0.00118,0.00451,0.00052,0.00092,0.00063,0.51601,31.07725,0.00052,0.00089,0.01705,0.00003,127.46823,"38,113","6,722",Gellius Attic Nights Part 10,299,Prose
0.00232,0.00679,0.00035,0.00102,0.00035,0.00079,0.00079,0.00063,0.00004,0,0,0.00008,0.00027,0.00126,0.00157,0.0042,0.0002,0.00067,0.00055,0.63372,32.65922,0.00071,0.00102,0.0194,0,143.87006,"25,465","4,506",Gellius Attic Nights Part 11,177,Prose
0.00188,0.00659,0.00092,0.00096,0.00046,0.00059,0.00102,0.00059,0.00007,0,0,0.00013,0.00007,0.00125,0.00119,0.00359,0.00063,0.00053,0.00059,0.64162,30.66162,0.00079,0.00069,0.02029,0,158.92147,"30,354","5,345",Gellius Attic Nights Part 12,191,Prose
0.0021,0.00748,0.00071,0.00062,0.00027,0.00081,0.00056,0.00112,0.00002,0,0,0,0.0001,0.00129,0.00085,0.00465,0.00044,0.00054,0.00083,0.56765,31.50161,0.00042,0.00089,0.01836,0.00002,134.50279,"48,152","8,625",Gellius Attic Nights Part 13,358,Prose
0.00124,0.00684,0.00095,0.00051,0.00073,0.00102,0.00077,0.00139,0.00007,0.00004,0,0.00007,0.00004,0.00154,0.0015,0.00585,0.00055,0.00051,0.00084,0.7,36,0.00091,0.00059,0.02095,0,218.792,"27,349","4,705",Gellius Attic Nights Part 14,125,Prose
0.00202,0.00711,0.00057,0.00082,0.00028,0.00044,0.00035,0.00088,0.00003,0,0,0,0.00003,0.00133,0.00095,0.00525,0.00009,0.00107,0.00025,0.55204,36.74595,0.0007,0.00111,0.01589,0,141.28125,"31,647","5,548",Gellius Attic Nights Part 15,224,Prose
0.00124,0.0075,0.00089,0.00093,0.00034,0.00079,0.00058,0.00041,0.0001,0,0,0.00003,0.00007,0.0012,0.0012,0.00454,0.00031,0.00048,0.00041,0.55556,31.50718,0.00055,0.00052,0.01927,0,146.78788,"29,064","5,141",Gellius Attic Nights Part 16,198,Prose
0.00098,0.00708,0.00054,0.00079,0.00043,0.00043,0.00086,0.00068,0.00002,0,0,0.00007,0.0003,0.00118,0.00075,0.00447,0.00032,0.00077,0.00061,0.56318,32.38722,0.00052,0.0007,0.01795,0,152.46367,"44,062","7,648",Gellius Attic Nights Part 17,289,Prose
0.00223,0.00653,0.00059,0.00102,0.00066,0.00066,0.00086,0.00074,0,0,0,0,0,0.00102,0.00106,0.0043,0.00063,0.0009,0.00055,0.60897,33.06707,0.00043,0.00102,0.01846,0,149.52632,"25,569","4,478",Gellius Attic Nights Part 18,171,Prose
0.00265,0.00663,0.00072,0.00061,0.00049,0.00057,0.00034,0.00038,0.00004,0,0,0.00011,0.00019,0.0011,0.0008,0.00428,0.00076,0.00091,0.00087,0.52866,36.36765,0.00053,0.00072,0.01971,0.00004,151.64368,"26,386","4,599",Gellius Attic Nights Part 19,174,Prose
0.00141,0.0066,0.00084,0.00061,0.00043,0.00136,0.00043,0.00073,0,0,0,0.00012,0.00014,0.00124,0.00075,0.00434,0.00041,0.00043,0.00075,0.57459,34.6209,0.00069,0.00055,0.01891,0.00004,133.99737,"50,919","9,038",Gellius Attic Nights Part 2,380,Prose
0.00492,0.00592,0.00063,0.00041,0.00077,0.00081,0.00072,0.00054,0,0,0,0.00005,0.00014,0.0009,0.00176,0.00447,0.00104,0.00068,0.00086,0.52866,31.50833,0.00054,0.00041,0.01644,0.00005,122.29282,"22,135","3,842",Gellius Attic Nights Part 20,181,Prose
0.00098,0.00766,0.00035,0.00047,0.00027,0.00101,0.00059,0.00095,0,0,0,0.00006,0.00018,0.00083,0.00104,0.00408,0.00027,0.00059,0.00062,0.56422,30.7971,0.00047,0.00083,0.01668,0,148.96916,"33,816","5,957",Gellius Attic Nights Part 3,227,Prose
0.00131,0.00735,0.00078,0.00042,0.00026,0.00078,0.00042,0.00069,0,0,0,0,0.00007,0.00131,0.00108,0.00467,0.00039,0.00042,0.00029,0.57826,34.08173,0.00078,0.00049,0.01721,0.00013,127.05809,"30,621","5,413",Gellius Attic Nights Part 4,241,Prose
0.00171,0.0074,0.00072,0.00096,0.00037,0.00059,0.00053,0.00053,0.00003,0,0,0.00003,0.00003,0.00087,0.00084,0.00473,0.00016,0.00062,0.00037,0.51304,31.85922,0.00075,0.00081,0.01736,0.00003,136.78723,"32,145","5,589",Gellius Attic Nights Part 5,235,Prose
0.00154,0.00729,0.00046,0.00091,0.00046,0.00071,0.00051,0.00046,0.00005,0,0.00005,0.00008,0.0002,0.00134,0.00109,0.00433,0.00058,0.00035,0.00081,0.52941,34.20276,0.00056,0.00078,0.01744,0,142.07554,"39,497","6,949",Gellius Attic Nights Part 6,278,Prose
0.0011,0.00663,0.00059,0.00123,0.00051,0.00064,0.00085,0.00064,0,0,0,0.00021,0,0.0014,0.00115,0.00421,0.00072,0.00093,0.00038,0.54,33.64394,0.00047,0.00093,0.01822,0,141.8253,"23,543","4,072",Gellius Attic Nights Part 7,166,Prose
0.00218,0.00262,0.00218,0.00044,0.00044,0.00044,0.00044,0.00175,0,0,0,0,0,0.00044,0,0.00742,0,0.00175,0,0.61111,36.64706,0,0.00087,0.01658,0,127.33333,"2,292",379,Gellius Attic Nights Part 8,18,Prose
0.00099,0.00671,0.00058,0.00077,0.00033,0.00077,0.00066,0.00084,0,0,0,0.00007,0.00011,0.00113,0.00073,0.00467,0.00022,0.00069,0.00062,0.54974,30.53403,0.00077,0.00058,0.01876,0,139.11168,"27,405","4,744",Gellius Attic Nights Part 9,197,Prose
0.00198,0.00757,0.00108,0.00054,0.00018,0.00198,0.00072,0.00072,0,0,0,0.00018,0.00018,0.00198,0.0009,0.00252,0.00018,0.00036,0.00054,0.72,43.24444,0.00072,0.00036,0.02543,0,213.26923,"5,545",949,Gellius Attic Nights Part Pr,26,Prose
0.00253,0.00224,0.00006,0.00046,0.00011,0.00006,0.00023,0.00029,0,0,0,0.00017,0.00006,0.00126,0.00213,0.00172,0.00103,0.00006,0.00029,0.368,27.77143,0.0004,0.00023,0.01954,0.00006,121.70629,"17,404","3,084",Horace Ars Poetica,143,Verse
0.00166,0.00055,0,0,0,0.00055,0,0.00055,0,0,0,0,0,0.00055,0.00111,0.00111,0,0,0,0.41667,45.71429,0,0,0.02384,0.00055,150.33333,"1,804",318,Horace Carmen Saeculare,12,Verse
0.00497,0.00249,0.00007,0.00054,0.00018,0.00013,0.00028,0.00039,0,0,0,0.00039,0.00004,0.00159,0.00275,0.00196,0.0019,0.00009,0.00042,0.42274,29.60159,0.00044,0.00031,0.01685,0.00004,121.74157,"54,175","9,912",Horace Epistles,445,Verse
0.00433,0.00234,0,0,0.00006,0.00018,0.00018,0,0,0,0,0.00012,0.00012,0.00199,0.00064,0.00193,0.00222,0.00018,0.00053,0.33019,37.65,0.00023,0.00047,0.01364,0.00041,118.65972,"17,087","3,006",Horace Epodes,144,Verse
0.00513,0.00115,0,0.00018,0,0.00022,0.00027,0,0,0,0,0.0004,0.00004,0.00057,0.00044,0.00177,0.00177,0,0.0004,0.32692,42.70492,0.0004,0.00022,0.01397,0.00044,115.42347,"22,623","3,962",Horace Odes Part 1,196,Verse
0.00462,0.00114,0,0.00021,0,0.00007,0.00014,0.00036,0,0,0,0.00021,0.00007,0.00007,0.00085,0.00178,0.00156,0.00007,0.00028,0.18605,50.29412,0.00014,0.00007,0.01456,0.00007,130.34259,"14,077","2,410",Horace Odes Part 2,108,Verse
0.00376,0.00156,0,0.00024,0,0.0002,0.00008,0.00016,0,0.00008,0,0.00036,0.00004,0.00032,0.00128,0.0024,0.00104,0,0.00008,0.25882,41.95161,0.00012,0.00008,0.01453,0.00032,127.42857,"24,976","4,342",Horace Odes Part 3,196,Verse
0.00395,0.00129,0,0.00007,0,0.00007,0.00007,0.00007,0,0,0,0.00014,0,0.00054,0.00061,0.00279,0.00068,0,0.00014,0.45455,41.16071,0.00041,0.00027,0.01375,0.00027,149.93878,"14,694","2,568",Horace Odes Part 4,98,Verse
0.00588,0.0061,0.00032,0.0008,0.00016,0.0004,0.00029,0.00016,0,0.00003,0,0.0004,0.00011,0.00246,0.00175,0.00183,0.00212,0.00034,0.0009,0.37662,26.59538,0.00024,0.00064,0.01564,0.00019,97.25515,"37,735","6,965",Horace Satires Part 1,388,Verse
0.00568,0.00451,0,0.00066,0.00015,0.00028,0.00045,0.00025,0,0,0,0.00023,0.00018,0.00197,0.00184,0.00189,0.00373,0.00005,0.0004,0.27089,29.89916,0.0003,0.00053,0.01299,0.00028,80.09495,"39,647","7,260",Horace Satires Part 2,495,Verse
0.00123,0.00285,0,0.00073,0.00005,0.0002,0.0004,0.00008,0,0,0,0.0003,0.00008,0.00043,0.0004,0.00227,0.00058,0.00028,0.00013,0.25472,53.62105,0.00013,0.00023,0.01758,0.00013,116.78529,"39,707","6,591",Italicus Ilias Latina,340,Verse
0.00365,0.00414,0.00022,0.00072,0.00023,0.00063,0.0005,0.0002,0,0.00003,0,0.00019,0.00005,0.00166,0.00141,0.00341,0.00132,0.00031,0.00011,0.44226,30.42094,0.00049,0.0003,0.01457,0.00006,106.61668,"253,108","43,721",Jerome Epistulae Selections,2374,Prose
0.0024,0.00416,0.00012,0.00051,0.00008,0.00033,0.00066,0.00035,0.00001,0,0.00001,0.00018,0.00001,0.00086,0.00165,0.0019,0.00232,0.00029,0.00039,0.47768,36.29091,0.00038,0.00053,0.01633,0.00008,141.22278,"141,364","24,862",Juvenal Satires,1001,Verse
0.00322,0.00357,0,0.00028,0.00018,0.00011,0.00025,0.00007,0,0,0,0.00004,0.00007,0.0006,0.00078,0.00343,0.00074,0.00007,0,0.33094,29.37719,0.00018,0.00007,0.01259,0.00007,94.55518,"28,272","4,705",Juvencus Historia Evangelica Part 1,299,Verse
0.00356,0.00491,0,0.00076,0.0002,0.0002,0.0002,0.0002,0,0,0,0.00007,0.00007,0.00082,0.00089,0.00333,0.00073,0.00003,0.0001,0.275,29.49495,0.0002,0.00026,0.01038,0,88.72515,"30,344","5,116",Juvencus Historia Evangelica Part 2,342,Verse
0.00246,0.00295,0.00004,0.00105,0.00042,0.00049,0.00035,0.00004,0,0,0,0.00007,0,0.00046,0.00109,0.0027,0.00053,0.00018,0.00004,0.27174,38.48889,0.00011,0.00011,0.0126,0.00004,97.92096,"28,495","4,863",Juvencus Historia Evangelica Part 3,291,Verse
0.00335,0.00369,0.00007,0.00097,0.0003,0.00017,0.0004,0.0001,0,0,0,0.00007,0.00003,0.0006,0.0006,0.00302,0.00054,0.00037,0.0001,0.26277,35.16129,0.00013,0.00017,0.01273,0.00003,102.91379,"29,845","5,125",Juvencus Historia Evangelica Part 4,290,Verse
0.00096,0.00408,0.00015,0.00138,0.00005,0.00063,0.00069,0.00044,0.00007,0.00001,0.00002,0.00011,0.00008,0.00148,0.00079,0.00433,0.00048,0.00021,0.00004,0.43209,34.2942,0.00041,0.00075,0.01177,0,135.43483,"937,209","159,160",Livy Ab Urbe Condita Part 1 Books 1-10,6920,Prose
0.00076,0.00419,0.00016,0.00119,0.00002,0.00062,0.00085,0.00039,0.00009,0.00001,0.00002,0.00012,0.00004,0.00151,0.00075,0.00463,0.00023,0.00019,0.00003,0.46365,32.9375,0.00056,0.00077,0.0135,0,149.91413,"902,633","152,978",Livy Ab Urbe Condita Part 2 Books 21-30,6021,Prose
0.00091,0.00476,0.00015,0.00127,0.00004,0.00063,0.00081,0.00051,0.0001,0.00001,0.00002,0.00011,0.00005,0.00148,0.00088,0.00458,0.00035,0.00018,0.00001,0.45024,32.01062,0.00053,0.00082,0.01256,0,137.12946,"803,990","136,781",Livy Ab Urbe Condita Part 3 Books 31-40,5863,Prose
0.00074,0.00463,0.00016,0.00131,0.00001,0.00067,0.00076,0.00044,0.00006,0.00001,0.00001,0.00009,0.00002,0.00146,0.00073,0.00465,0.0003,0.00016,0.00002,0.46898,31.29802,0.00051,0.00079,0.01189,0,130.66706,"332,025","56,171",Livy Ab Urbe Condita Part 4 Books 41-45,2541,Prose
0.00224,0.00169,0,0.00059,0.00012,0.00008,0.00028,0.00008,0,0,0,0.00035,0,0.00055,0.00094,0.00264,0.00146,0.00004,0.00004,0.2359,25.76119,0.0002,0.00024,0.01585,0.00039,109.5819,"25,423","4,371",Lucan Bellum Civile Part 1,232,Verse
