Personal Pronouns,Demonstrative Pronouns,Quidam,Reflexive Pronouns,Iste,Alius,Ipse,Idem,Priusquam,Antequam,Quominus,Dum,Quin,Ut,Conditionals,Prepositions,Interrogative Sentences,Superlatives,Atque + consonant,Relative Clauses,Mean Length Relative Clauses,Gerunds and Gerundives,Cum,Conjunctions,Vocatives,Mean Sentence Length,Characters,Words,Corpus Name,Sentences,Type
0.00417,0.00883,0.00057,0.00077,0.00048,0.00076,0.00117,0.00043,0.00001,0.00001,0.00001,0.00005,0.00008,0.0031,0.00218,0.00394,0.00104,0.00067,0.00027,0.71933,29.48,0.00115,0.00095,0.01827,0,199.89116,"146,920","27,063",Cicero De Oratore Part 2,735,Prose
0.00302,0.00832,0.00082,0.00089,0.00041,0.00091,0.00118,0.00056,0.00001,0,0,0.00007,0.00004,0.00305,0.00151,0.00363,0.00093,0.00078,0.00031,0.73096,33.01987,0.00077,0.00072,0.0199,0.00004,195.78407,"93,389","16,795",Cicero De Oratore Part 3,477,Prose
0.00081,0.00613,0.00047,0.00054,0.00022,0.00081,0.00088,0.00063,0,0.00004,0.00002,0.00002,0.00004,0.00277,0.00246,0.00448,0.00077,0.00047,0.00025,0.61201,36.316,0.00164,0.0007,0.0223,0,125.21396,"55,595","9,953",Cicero De Partitione Oratoria,444,Prose
0.00481,0.00839,0.00028,0.00083,0,0.00052,0.0011,0.00096,0,0.00003,0.00003,0.00003,0.0001,0.00158,0.00254,0.0032,0.00155,0.00206,0.0001,0.72535,35.46829,0.00045,0.00065,0.01324,0,160.65746,"29,079","5,122",Cicero De Provinciis Consularibus,181,Prose
0.00254,0.0078,0.00051,0.001,0.00043,0.0005,0.00111,0.00056,0,0.00002,0.00001,0.00002,0.00011,0.00246,0.00145,0.00352,0.00117,0.00086,0.00019,0.56404,32.05172,0.00063,0.00117,0.0173,0.00001,132.90988,"122,410","22,119",Cicero De Republica,921,Prose
0.0033,0.006,0.00032,0.0011,0.00028,0.00035,0.00084,0.00045,0,0.00006,0.00002,0.00013,0.00011,0.00209,0.00138,0.00244,0.00134,0.00054,0.00035,0.62769,31.47453,0.0006,0.00108,0.0159,0.00013,120.70052,"46,349","8,251",Cicero De Senectute,384,Prose
0.0046,0.00801,0.00019,0.00122,0.00156,0.00056,0.00052,0.00052,0.00004,0,0,0.00007,0.00004,0.00241,0.00111,0.00386,0.00056,0.00171,0.00041,0.63768,37.51445,0.0007,0.00096,0.01324,0.00004,177.40789,"26,966","4,625",Cicero Divinatio In C Verrem Part 1,152,Prose
0.00359,0.00784,0.00013,0.00141,0.00207,0.00052,0.00091,0.00034,0,0.00005,0.00002,0.00005,0.00011,0.00168,0.00146,0.004,0.00205,0.00124,0.00013,0.55971,34.14014,0.0005,0.00092,0.01086,0.00006,121.34392,"87,853","15,531",Cicero Divinatio In C Verrem Part 2,724,Prose
0.00327,0.00892,0.00026,0.00132,0.00241,0.00034,0.00077,0.00049,0,0.00007,0.00003,0.00006,0.00015,0.00227,0.00154,0.00481,0.00196,0.00128,0.00015,0.54286,33.76162,0.00041,0.00085,0.01182,0.00002,124.8496,"108,744","19,039",Cicero Divinatio In C Verrem Part 3,871,Prose
0.00354,0.00732,0.00008,0.00111,0.00145,0.00038,0.00072,0.0005,0,0.00002,0.00001,0.00004,0.0001,0.00181,0.00163,0.00476,0.00322,0.00124,0.0002,0.44518,35.36036,0.00051,0.00107,0.01181,0.00003,105.82976,"142,976","24,881",Cicero Divinatio In C Verrem Part 4,1351,Prose
0.0033,0.00864,0.00017,0.00125,0.00205,0.00036,0.00063,0.00034,0.00001,0.00002,0.00001,0.00008,0.00007,0.00215,0.00095,0.0048,0.00196,0.00121,0.00017,0.54255,34.19716,0.00047,0.00081,0.01206,0.00003,116.34401,"98,078","17,208",Cicero Divinatio In C Verrem Part 5,843,Prose
0.00374,0.00749,0.00017,0.00105,0.00173,0.00032,0.00084,0.00035,0,0.00002,0.00001,0.00005,0.0002,0.00184,0.00114,0.00417,0.00213,0.00117,0.00031,0.51244,37.20035,0.00036,0.00091,0.01314,0.00008,132.97947,"110,107","19,157",Cicero Divinatio In C Verrem Part 6,828,Prose
0.00853,0.01013,0.00006,0.00107,0.00034,0.00025,0.00075,0.00025,0,0.00003,0.00009,0.00006,0.00013,0.0021,0.00232,0.00433,0.00204,0.0016,0.00016,0.68944,29.42308,0.00085,0.00082,0.01273,0,143.01794,"31,893","5,818",Cicero Divinatio In Q Caecilium,223,Prose
0.01113,0.00703,0.00042,0.00087,0.0001,0.00027,0.00084,0.00072,0,0,0.00002,0,0.00007,0.00281,0.00149,0.00504,0.00012,0.00129,0.0001,0.77833,31.43732,0.00057,0.0008,0.01613,0,193.5,"40,248","7,375",Cicero Epistulae Ad Familiares Part 1 Ad Lentulum,208,Prose
0.00959,0.00549,0.00014,0.00082,0.00011,0.0002,0.0008,0.00034,0.00004,0.00002,0.00002,0.00012,0.00007,0.00226,0.0021,0.00424,0.00034,0.0014,0.00009,0.56492,33.06683,0.00053,0.00069,0.01504,0.00004,122.69935,"56,319","10,473",Cicero Epistulae Ad Familiares Part 10 Ad Plancum Et Ceteros,459,Prose
0.01291,0.00555,0.00008,0.00082,0.00042,0.00034,0.00048,0.00025,0.00008,0.00003,0.00008,0.00008,0.00017,0.00252,0.00207,0.00419,0.00068,0.00161,0.00003,0.55152,34.18792,0.00065,0.00119,0.01317,0,99.76836,"35,318","6,690",Cicero Epistulae Ad Familiares Part 11 At Brutum Et Ceteros,354,Prose
0.01069,0.00625,0.00021,0.00072,0.00016,0.00028,0.00063,0.00026,0.00005,0.00002,0.00007,0.00021,0.00016,0.00281,0.00181,0.00428,0.00042,0.00128,0.00002,0.51928,35.79825,0.00037,0.00063,0.01627,0.00002,106,"43,036","8,203",Cicero Epistulae Ad Familiares Part 12 Ad Cassium Et Ceteros,406,Prose
0.0135,0.00977,0.00017,0.00098,0.00022,0.00017,0.00123,0.00032,0,0.00002,0.00002,0.00003,0.00027,0.00377,0.00196,0.0051,0.00002,0.0026,0.00014,0.56351,34.22993,0.00035,0.00084,0.01629,0,136.36866,"59,184","11,251",Cicero Epistulae Ad Familiares Part 13 Ad Memmium Et Ceteros,434,Prose
0.01671,0.00538,0,0.00032,0.0004,0.00024,0.00048,0.00024,0,0,0.00008,0,0,0.00345,0.00434,0.00241,0.00096,0.00241,0.00008,0.44444,30.52475,0.00056,0.0004,0.01534,0.00016,75.46061,"12,451","2,504",Cicero Epistulae Ad Familiares Part 14 Ad Terentiam Uxorem,165,Prose
0.01181,0.0064,0.00016,0.00052,0.00013,0.00039,0.00076,0.00031,0,0.00003,0.00003,0,0.00005,0.00281,0.00171,0.00462,0.00026,0.00176,0.00029,0.64935,35.25625,0.00071,0.00121,0.01606,0,157.43802,"38,100","7,158",Cicero Epistulae Ad Familiares Part 15 Ad Senatum Et Ceteros,242,Prose
0.01628,0.00549,0.00005,0.00041,0.00032,0.00009,0.00054,0.0005,0,0.00009,0,0.00018,0.00023,0.00395,0.00286,0.00308,0.00041,0.00163,0,0.38079,31.98726,0.00045,0.00032,0.01556,0,70.88424,"22,045","4,337",Cicero Epistulae Ad Familiares Part 16 Ad Tironem,311,Prose
0.01427,0.00659,0.00021,0.00038,0.00034,0.00027,0.00099,0.00038,0,0.00003,0,0.00007,0.00021,0.00302,0.00206,0.00439,0.00096,0.00134,0.0001,0.5913,28.92857,0.00038,0.00075,0.01441,0.00003,113.44747,"29,156","5,539",Cicero Epistulae Ad Familiares Part 2 Ad Curionem Et Ceteros,257,Prose
0.01532,0.0064,0.0003,0.00038,0.00038,0.00022,0.00101,0.00036,0.00003,0.00011,0.00008,0.00011,0.00011,0.00287,0.00219,0.00479,0.00107,0.00161,0.00014,0.64706,29.23077,0.00052,0.00126,0.01321,0,133.90842,"36,557","6,933",Cicero Epistulae Ad Familiares Part 3 Ad Claudium Pulchrum,273,Prose
0.01128,0.0082,0.00028,0.00055,0.00015,0.00034,0.00151,0.00055,0.00003,0.00003,0.00003,0,0.00003,0.0023,0.00197,0.00323,0.00068,0.00138,0.00003,0.68778,27.78594,0.00095,0.00086,0.01641,0,132.82449,"32,542","6,153",Cicero Epistulae Ad Familiares Part 4 Ad Sulpicium Et Ceteros,245,Prose
0.01364,0.00654,0.00029,0.00029,0.00022,0.00038,0.00101,0.00036,0,0,0.00002,0.00007,0.00016,0.00262,0.00282,0.00412,0.00065,0.0015,0.00013,0.68151,29.72564,0.00081,0.00074,0.01673,0,139.55312,"44,657","8,369",Cicero Epistulae Ad Familiares Part 5 Ad Metellum Et Ceteros,320,Prose
0.01159,0.0078,0.00013,0.00038,0.00018,0.00028,0.00117,0.00043,0,0,0.00003,0.00008,0.0003,0.00239,0.00213,0.00407,0.00038,0.00117,0.0002,0.65017,31.01671,0.00084,0.00091,0.01675,0,123.35737,"39,351","7,492",Cicero Epistulae Ad Familiares Part 6 Ad Torquatum Et Ceteros,319,Prose
0.01569,0.00645,0.00034,0.00045,0.00089,0.00039,0.00076,0.00031,0.00003,0.00003,0.00008,0.0001,0.00016,0.0026,0.00299,0.00367,0.00097,0.00131,0.00003,0.53806,29.94562,0.00042,0.00087,0.01509,0.00005,91.39568,"38,112","7,344",Cicero Epistulae Ad Familiares Part 7 Ad Marium Et Ceteros,417,Prose
0.00859,0.0084,0.00016,0.00086,0.00022,0.00051,0.00032,0.00025,0.00003,0,0.00006,0.00016,0.00016,0.00232,0.00258,0.00471,0.0006,0.00064,0.00003,0.54138,29.97701,0.0006,0.0006,0.01257,0,102.05519,"31,433","5,935",Cicero Epistulae Ad Familiares Part 8 Caeli Epistulae Ad Ciceronem,308,Prose
0.01307,0.00786,0.00015,0.00043,0.00058,0.00035,0.00098,0.00053,0.00003,0.00005,0,0.00018,0.00013,0.0029,0.00248,0.00308,0.00155,0.0009,0.0001,0.49854,28.83893,0.00068,0.00103,0.0157,0.00003,99.35323,"39,940","7,986",Cicero Epistulae Ad Familiares Part 9 Ad Varronem Et Ceteros,402,Prose
0.0061,0.0074,0.0002,0.00099,0.00054,0.00011,0.00059,0.00047,0,0.00001,0.00001,0.00013,0.00003,0.00169,0.00191,0.00298,0.00136,0.00128,0.00051,0.56977,36.35371,0.00066,0.00052,0.01469,0.00006,135.97505,"70,843","12,558",Cicero In Catilinam,521,Prose
0.0074,0.00621,0.00019,0.00079,0.00074,0.00024,0.0009,0.00035,0.00002,0,0.00003,0.00005,0.00013,0.00164,0.00145,0.00294,0.00215,0.00149,0.00032,0.52066,34.86176,0.00037,0.00095,0.01225,0.00016,127.07959,"62,269","10,915",Cicero In L Pisonem,490,Prose
0.00874,0.00658,0.00016,0.0006,0.0002,0.00028,0.0006,0.0006,0.00004,0,0.00008,0.00004,0.00008,0.00196,0.00112,0.00507,0.00323,0.00188,0.00016,0.62195,32.104,0.00076,0.00124,0.01145,0,172.84138,"25,062","4,490",Cicero In Vatinium,145,Prose
0.01137,0.0082,0.0004,0.00058,0.00022,0.00042,0.00058,0.0004,0,0.00004,0,0.00006,0.0001,0.003,0.00132,0.00484,0.00048,0.0008,0.0001,0.47368,34.45641,0.00046,0.00078,0.01449,0.00004,93.23694,"49,975","9,324",Cicero Letters To Atticus Part 1,536,Prose
0.01053,0.00837,0.00013,0.00103,0.00061,0.00029,0.00126,0.00068,0.00005,0.00005,0,0.00037,0.00026,0.00211,0.00342,0.00479,0.00134,0.00087,0.00003,0.39448,27.48173,0.00079,0.00087,0.01508,0.00003,68.07527,"37,986","7,326",Cicero Letters To Atticus Part 10,558,Prose
0.01132,0.00987,0.00023,0.00088,0.00051,0.00048,0.00105,0.00043,0.00003,0,0.00011,0.00006,0.0002,0.00318,0.00269,0.00539,0.0006,0.00077,0.00003,0.51329,31.69333,0.00068,0.00051,0.01367,0,69.12941,"35,256","6,950",Cicero Letters To Atticus Part 11,510,Prose
0.01262,0.00758,0.00032,0.00029,0.00068,0.00038,0.0012,0.00045,0,0.00007,0,0.00018,0.00011,0.00336,0.00366,0.00488,0.00129,0.00032,0,0.40525,26.45144,0.00099,0.00059,0.01643,0.00002,59.6218,"44,299","8,828",Cicero Letters To Atticus Part 12,743,Prose
0.01163,0.00862,0.00033,0.00088,0.00075,0.00033,0.00086,0.00055,0.00002,0.00007,0.00002,0.00004,0.00011,0.00303,0.00305,0.00487,0.0018,0.00042,0,0.31191,27.91118,0.00072,0.00048,0.01597,0.00004,54.92771,"45,590","8,938",Cicero Letters To Atticus Part 13,830,Prose
0.011,0.00713,0.00008,0.0009,0.0007,0.0002,0.00085,0.00031,0,0.00008,0,0.00003,0.00023,0.00271,0.00158,0.00457,0.00149,0.00065,0.00006,0.36452,31.01594,0.00042,0.00065,0.01446,0.00025,62.8883,"35,469","6,738",Cicero Letters To Atticus Part 14,564,Prose
0.01176,0.00826,0.00009,0.00126,0.00048,0.00045,0.00057,0.00042,0.00003,0.00006,0,0.00009,0.00015,0.00326,0.00213,0.00545,0.00213,0.00066,0,0.33209,32.42731,0.00093,0.0006,0.01488,0.00012,55.49834,"33,410","6,483",Cicero Letters To Atticus Part 15,602,Prose
0.01096,0.0079,0.0002,0.00072,0.00049,0.00051,0.00077,0.00034,0.00003,0.00003,0,0.00009,0.00031,0.00335,0.00195,0.00429,0.00137,0.00077,0.00003,0.36,29.9812,0.00063,0.001,0.01568,0.00017,61.10664,"34,953","6,692",Cicero Letters To Atticus Part 16,572,Prose
0.01013,0.00815,0.00018,0.00125,0.00058,0.00033,0.00074,0.00018,0,0.00007,0.00009,0.00002,0.00013,0.00326,0.00257,0.00404,0.00138,0.00033,0.00004,0.40805,31.67584,0.00051,0.00071,0.01355,0.00004,76.57436,"44,796","8,530",Cicero Letters To Atticus Part 2,585,Prose
0.01399,0.00621,0.00007,0.00037,0.0004,0.00044,0.00095,0.00048,0,0.00007,0.00004,0.00004,0,0.00365,0.00343,0.00435,0.00095,0.00095,0,0.49829,31.37551,0.0008,0.00051,0.01432,0,85.7931,"27,368","5,346",Cicero Letters To Atticus Part 3,319,Prose
0.00971,0.00702,0.00021,0.00096,0.00035,0.00032,0.00085,0.00035,0,0.00003,0,0.00003,0.00011,0.00267,0.00213,0.00438,0.00115,0.00075,0,0.34706,33.24138,0.00048,0.00075,0.01265,0.00005,67.77215,"37,478","7,061",Cicero Letters To Atticus Part 4,553,Prose
0.01044,0.00707,0.00013,0.00072,0.00005,0.00034,0.00087,0.0004,0.00003,0.00011,0,0.00019,0.00011,0.00302,0.00209,0.00485,0.00079,0.00072,0.00003,0.36397,31.04089,0.00048,0.00098,0.01264,0.00003,65.98252,"37,742","7,179",Cicero Letters To Atticus Part 5,572,Prose
0.01074,0.00773,0.00024,0.00074,0.00042,0.00027,0.00074,0.00027,0,0,0,0.00015,0.00006,0.00244,0.0017,0.00517,0.00184,0.00077,0,0.35666,30.25339,0.00036,0.00077,0.01315,0,66.71429,"33,624","6,333",Cicero Letters To Atticus Part 6,504,Prose
0.00924,0.00875,0.00015,0.00065,0.00041,0.0003,0.00118,0.00062,0,0.00004,0.00006,0.00017,0.00019,0.00265,0.00239,0.00506,0.00179,0.00095,0,0.37375,30.3467,0.00069,0.00069,0.01435,0.00004,67.66764,"46,420","8,982",Cicero Letters To Atticus Part 7,686,Prose
0.01052,0.00858,0.00017,0.00059,0.00027,0.00037,0.00096,0.00064,0.00002,0.00007,0.00005,0.00012,0.00029,0.0027,0.00214,0.00332,0.00125,0.00074,0.00002,0.5,30.03753,0.00079,0.00113,0.0135,0,86.73561,"40,679","7,731",Cicero Letters To Atticus Part 8,469,Prose
0.01048,0.00992,0.0003,0.00088,0.00034,0.00034,0.00099,0.00041,0,0,0,0.00011,0.00026,0.003,0.00192,0.00377,0.00149,0.0008,0,0.39054,30.22767,0.00065,0.00073,0.01468,0.00006,72.58216,"46,380","8,963",Cicero Letters To Atticus Part 9,639,Prose
0.0085,0.0069,0.00021,0.00071,0.00017,0.00042,0.00088,0.00044,0,0.00002,0.00006,0.00013,0.00017,0.00213,0.00229,0.00396,0.00004,0.00094,0.0001,0.51313,37.27232,0.00075,0.00065,0.01499,0,104.68612,"52,029","9,536",Cicero Letters To Brutus,497,Prose
0.0097,0.00747,0.00028,0.00099,0.00041,0.00027,0.00091,0.00033,0.00001,0.00002,0.00003,0.0001,0.00007,0.00265,0.00171,0.00426,0.00072,0.00112,0.00001,0.46264,35.22526,0.00054,0.0008,0.01519,0.00003,101.12577,"98,901","18,612",Cicero Letters To Quintus,978,Prose
0.00342,0.00959,0.00043,0.00118,0.00063,0.00066,0.00115,0.00077,0.00003,0.00001,0.00001,0.00009,0.0001,0.0027,0.00233,0.00334,0.00167,0.00057,0.00009,0.64055,37.6277,0.00045,0.00104,0.01602,0.00001,130.73458,"97,528","17,969",Cicero Lucullus,746,Prose
0.00181,0.00778,0.00077,0.00059,0.00014,0.00102,0.00105,0.00096,0,0.00001,0,0.00008,0.00011,0.00278,0.00178,0.00369,0.00084,0.00074,0.00016,0.63932,32.53086,0.00081,0.00092,0.0203,0.00003,140.15458,"102,453","18,534",Cicero Orator,731,Prose
0.00408,0.00614,0.00012,0.00107,0.00087,0.00044,0.00091,0.00048,0,0,0,0.00012,0.00004,0.00182,0.00269,0.00293,0.00412,0.00091,0.00028,0.51095,26.96988,0.00079,0.00075,0.01343,0.00004,107.87179,"25,242","4,615",Cicero Paradoxa Stoicorum Ad M Brutum,234,Prose
0.00501,0.008,0.00049,0.00079,0.00079,0.00029,0.00093,0.00044,0.00005,0.0001,0.00005,0.00005,0.00005,0.00245,0.00172,0.00412,0.00339,0.00108,0,0.6129,31.45806,0.00034,0.00049,0.01261,0.00005,92.60455,"20,373","3,710",Cicero Philippicae Part 1,220,Prose
0.00242,0.00777,0.0002,0.00091,0.00033,0.0002,0.00091,0.00052,0,0.00007,0.00007,0,0.00007,0.00163,0.00157,0.00346,0.00209,0.00163,0.00026,0.64912,33.20833,0.00085,0.00072,0.01359,0.00007,109.33571,"15,307","2,738",Cicero Philippicae Part 10,140,Prose
0.00238,0.00711,0,0.00115,0.00017,0.00047,0.0006,0.00034,0.00004,0,0,0.00004,0.00004,0.00162,0.002,0.00345,0.0026,0.00183,0.00038,0.5163,32.14557,0.00119,0.00089,0.01345,0.00004,99.58898,"23,503","4,124",Cicero Philippicae Part 11,236,Prose
0.00537,0.00691,0,0.00091,0.00017,0.00034,0.00051,0.00057,0,0.00006,0,0.00006,0,0.00183,0.00251,0.00331,0.00457,0.00149,0.00023,0.4,33.025,0.00063,0.00091,0.01211,0,84.97573,"17,505","3,142",Cicero Philippicae Part 12,206,Prose
0.00365,0.00747,0.00013,0.0009,0.00017,0.0004,0.0011,0.00047,0,0,0,0.0001,0.00013,0.0013,0.00239,0.00256,0.00292,0.00189,0.00013,0.45385,33.13187,0.0009,0.0006,0.01226,0.00013,88.28152,"30,104","5,232",Cicero Philippicae Part 13,341,Prose
0.00283,0.00749,0.00015,0.0006,0.00035,0.0003,0.00104,0.00084,0,0.00005,0.00005,0.00005,0,0.00159,0.00129,0.00397,0.00164,0.00198,0.00025,0.55085,38.25203,0.0005,0.00089,0.0126,0.00005,135.24832,"20,152","3,379",Cicero Philippicae Part 14,149,Prose
0.00767,0.00686,0.00016,0.00096,0.0007,0.00042,0.00074,0.00037,0.00006,0,0,0.00013,0.00005,0.00184,0.00166,0.00336,0.00366,0.00133,0.00006,0.46182,29.27723,0.00035,0.00098,0.01111,0.00006,81.75817,"62,545","11,374",Cicero Philippicae Part 2,765,Prose
0.00249,0.00738,0.00027,0.00095,0,0.00023,0.00068,0.00045,0,0,0,0.00005,0.00009,0.0014,0.00136,0.0034,0.00263,0.00159,0.00018,0.4359,35.7767,0.0005,0.00082,0.01485,0.00005,106.16346,"22,082","3,762",Cicero Philippicae Part 3,208,Prose
0.00396,0.00692,0,0.00099,0.00012,0.00025,0.00074,0,0.00012,0,0,0.00012,0,0.00161,0.00161,0.00173,0.00235,0.00223,0.00025,0.6,34.22222,0.00025,0.00037,0.01298,0.00012,107.82667,"8,087","1,362",Cicero Philippicae Part 4,75,Prose
0.00156,0.00769,0.00017,0.00086,0.0001,0.00027,0.00063,0.00033,0.00003,0,0,0.0001,0,0.00153,0.00169,0.00322,0.00279,0.00119,0.0002,0.54902,29.95082,0.00066,0.0007,0.01247,0.00007,107.33096,"30,160","5,112",Cicero Philippicae Part 5,281,Prose
0.00416,0.00674,0.0001,0.00079,0.00059,0.0003,0.0003,0.0003,0,0,0,0.0001,0,0.00238,0.00188,0.00297,0.00396,0.00119,0.0001,0.44318,26.20339,0.0004,0.00069,0.0109,0.0001,80.728,"10,091","1,780",Cicero Philippicae Part 6,125,Prose
0.00376,0.00783,0.00008,0.00047,0.00008,0.00039,0.00055,0.00063,0.00016,0,0,0.00008,0.00008,0.00165,0.00165,0.00227,0.00407,0.00133,0.00016,0.44828,34.72308,0.00039,0.00102,0.01081,0,95.97744,"12,765","2,203",Cicero Philippicae Part 7,133,Prose
0.00484,0.00743,0.00036,0.00121,0.00006,0.00036,0.00036,0.0003,0,0.00006,0,0.00006,0.00012,0.00193,0.00187,0.00296,0.00351,0.0006,0.00012,0.44805,28.94845,0.0006,0.00109,0.01233,0.00006,79.54808,"16,546","2,991",Cicero Philippicae Part 8,208,Prose
0.0018,0.00815,0.00021,0.00095,0.00011,0.00032,0.00127,0,0,0,0.00011,0,0.00032,0.0018,0.00201,0.00265,0.00042,0.00085,0.00021,0.77778,33.7125,0.00106,0.00095,0.01291,0,145.33846,"9,447","1,641",Cicero Philippicae Part 9,65,Prose
0.00662,0.00451,0.00012,0.00072,0.00016,0.00044,0.00084,0.00104,0,0,0.00004,0.00008,0,0.0016,0.00168,0.00379,0.00144,0.0016,0.00016,0.68269,36.23871,0.00056,0.00124,0.0132,0,189.90909,"25,068","4,330",Cicero Post Reditum In Senatu,132,Prose
0.0044,0.00942,0.00009,0.00104,0.00059,0.00039,0.00092,0.00065,0,0.00004,0,0.00002,0.00016,0.00174,0.00328,0.0042,0.00249,0.0005,0.00009,0.60883,32.03394,0.00113,0.00124,0.01362,0,122.73348,"55,721","10,382",Cicero Pro A Caecina,454,Prose
0.00251,0.01023,0.00036,0.00128,0.00025,0.00043,0.00107,0.00059,0,0.00003,0.00002,0.00006,0.00007,0.0019,0.00143,0.00463,0.0017,0.0011,0.0002,0.57198,37.16294,0.00054,0.00092,0.0123,0,122.15393,"118,245","20,775",Cicero Pro A Cluentio,968,Prose
0.00401,0.00915,0.00062,0.00107,0,0.00051,0.00102,0.00079,0,0,0,0,0,0.00107,0.00181,0.00412,0.00152,0.00181,0.00068,0.69231,42.97297,0.00079,0.0013,0.01666,0.00006,151.33333,"17,706","3,115",Cicero Pro Archia,117,Prose
0.00248,0.00765,0.00036,0.00078,0.00023,0.00026,0.0009,0.00034,0.00003,0,0.00008,0,0.00018,0.00191,0.00248,0.00471,0.00207,0.00178,0.00036,0.6178,34.03125,0.00057,0.00093,0.01285,0.0001,152.89328,"38,682","6,796",Cicero Pro Balbo,253,Prose
0.00505,0.0062,0.00005,0.00045,0.0006,0.00015,0.00065,0.00035,0,0,0,0,0.00025,0.001,0.00205,0.0041,0.0024,0.00135,0.00025,0.57759,32.71901,0.0008,0.0009,0.01309,0,138.02759,"20,014","3,547",Cicero Pro C Rabirio,145,Prose
0.00406,0.01004,0.00013,0.00112,0.0004,0.00027,0.00094,0.00049,0,0,0.00004,0.00009,0.00004,0.00205,0.00268,0.00268,0.00223,0.00103,0.00018,0.47283,30.07746,0.00045,0.00054,0.01352,0.00009,97.45217,"22,414","4,071",Cicero Pro C Rabirio Postumo,230,Prose
0.00249,0.00673,0.00008,0.00065,0.0005,0.00027,0.0008,0.0005,0,0,0,0.00004,0.00011,0.00168,0.00161,0.00459,0.00237,0.0018,0.00004,0.66154,37.05114,0.00119,0.00061,0.01393,0,145.2,"26,136","4,536",Cicero Pro Fonteio,180,Prose
0.00402,0.00645,0.00014,0.00119,0.00083,0.00033,0.00086,0.00043,0.00003,0.00002,0,0.00002,0.00005,0.00137,0.00199,0.00378,0.0028,0.00156,0.00021,0.46791,30.90237,0.00054,0.00089,0.0115,0.0001,97.30543,"62,762","10,904",Cicero Pro L Flacco,645,Prose
0.00781,0.00867,0.0004,0.00103,0.00057,0.00103,0.00109,0.00075,0,0.00006,0,0.00006,0.00017,0.00218,0.00264,0.00373,0.00287,0.00121,0.00006,0.58042,27.35971,0.00029,0.00126,0.01143,0,92.13228,"17,413","3,280",Cicero Pro Ligario,189,Prose
0.00377,0.00749,0.00037,0.00125,0.00104,0.00048,0.00104,0.00054,0.00002,0.00002,0,0.00004,0.00008,0.00154,0.00248,0.00377,0.00212,0.00148,0.00023,0.5641,36.19333,0.00037,0.00092,0.01408,0.00004,117.82108,"48,071","8,465",Cicero Pro M Caelio,408,Prose
0.00491,0.0059,0.00053,0.00046,0.0006,0.00053,0.00113,0.0008,0,0,0,0,0.0002,0.00206,0.00133,0.00292,0.00093,0.00099,0.0002,0.60784,34.8785,0.00066,0.00113,0.01817,0,130,"15,080","2,766",Cicero Pro Marcello,116,Prose
0.00401,0.00933,0.00009,0.00131,0.00012,0.00015,0.0012,0.00038,0.00002,0.00002,0,0.00007,0.00014,0.00194,0.00258,0.00361,0.00267,0.0017,0.0001,0.56305,33.20718,0.00069,0.00088,0.01191,0.0001,120.82952,"58,119","10,515",Cicero Pro Milone,481,Prose
0.00515,0.00657,0.00013,0.00057,0.00065,0.00027,0.00104,0.00082,0,0.00003,0,0.00007,0.00003,0.00174,0.00207,0.00323,0.00154,0.00165,0.00025,0.49153,35.73761,0.00077,0.00057,0.01402,0,120.16466,"59,842","10,550",Cicero Pro Murena,498,Prose
0.00863,0.00855,0.00018,0.0007,0.00048,0.00042,0.00088,0.00059,0,0.00002,0.00003,0.00002,0.00018,0.00184,0.00248,0.00383,0.00211,0.00142,0.00019,0.61596,31.43451,0.00061,0.00074,0.01511,0.00002,121.75049,"62,458","11,575",Cicero Pro Plancio,513,Prose
0.00456,0.00779,0.00004,0.00116,0.00084,0.00021,0.00111,0.00025,0,0.00006,0.00004,0.00013,0.00011,0.00225,0.00246,0.00405,0.00267,0.00078,0.00015,0.49041,32.83386,0.00038,0.0012,0.01103,0.00002,100.6723,"47,618","8,642",Cicero Pro Publio Quinctio,473,Prose
0.00449,0.00815,0.00004,0.00152,0.00012,0.00031,0.00047,0.00035,0,0.00004,0.00008,0,0.00008,0.00125,0.00261,0.00562,0.00609,0.0014,0,0.32922,29.67133,0.00059,0.00059,0.01174,0,64.56675,"25,633","4,760",Cicero Pro Q Roscio Comoedo,397,Prose
0.00595,0.0079,0.00014,0.00149,0.00046,0.00005,0.00084,0.0006,0.00005,0.00005,0.00005,0.00005,0.00009,0.00139,0.00116,0.00372,0.00219,0.00149,0.00019,0.52941,35.22308,0.00037,0.00139,0.01427,0.00009,109.17766,"21,508","3,906",Cicero Pro Rege Deiotaro,197,Prose
0.0038,0.00951,0.00004,0.00099,0.0008,0.00046,0.00113,0.00022,0,0.00001,0.00004,0.00014,0.00006,0.00247,0.00243,0.00447,0.00257,0.00127,0.00026,0.61943,34.77558,0.00029,0.00087,0.0132,0.00003,109.43958,"72,449","13,249",Cicero Pro S Roscio,662,Prose
0.00502,0.00738,0.00042,0.00169,0.00085,0.00042,0.00188,0.00048,0,0.00006,0,0.00006,0,0.00139,0.00212,0.00387,0.0026,0.00163,0.00024,0.51938,33.71154,0.00079,0.00079,0.0158,0,98.33333,"16,520","2,969",Cicero Pro Scauro,168,Prose
0.00357,0.00754,0.00016,0.00136,0.00015,0.00049,0.00098,0.00065,0.00001,0.00001,0.00001,0.00005,0.00006,0.0017,0.00143,0.00425,0.00186,0.00149,0.00015,0.59165,36.47529,0.00068,0.00083,0.01365,0.00005,158.11166,"96,290","16,826",Cicero Pro Sestio,609,Prose
